timestamp,engine_id,engine_temp,oil_pressure,fuel_consumption,vibration_level,rpm,engine_load,coolant_temp,exhaust_temp,running_period,fuel_consumption_per_hour,maintenance_status,failure_mode,engine_type,fuel_type,manufacturer
2024-09-08,ENG_020,79.87439400530577,6.436291375651016,2916.684771844486,3.9219391751618047,1727.1895691887644,23.117394653256106,84.4861823282153,450.0,71.61519225076185,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,HFO,Caterpillar
2024-09-15,ENG_020,93.07835860120446,7.9002312499845875,1132.7262164234699,3.3799184351901124,1469.2004669604337,67.17669196304199,92.71956107631905,450.0,22.010445144847225,100.0,Requires Maintenance,No Failure,2-stroke Low-Speed,Diesel,MAN B&W
2024-09-22,ENG_020,80.31567426095674,6.471476970295572,3677.8082227587693,3.5935435098966955,1467.6090366117346,32.08182692815846,76.30334566497152,450.0,117.42949817331358,100.0,Requires Maintenance,Mechanical Wear,2-stroke Low-Speed,Diesel,Yanmar
2024-09-29,ENG_020,88.32006626564012,7.4965620598249965,2903.8577109296602,3.686116703626612,1587.682539899329,35.51725009328233,84.41233732491199,450.0,76.64832740096037,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,Wärtsilä
2024-10-06,ENG_020,83.32468168891563,6.186854390710121,2830.8862829583027,3.43570714011909,1323.2002286507118,29.882381205937754,81.25170325039596,450.0,89.23229827086352,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,Wärtsilä
2024-10-13,ENG_020,78.90848521080845,7.521211073088892,1957.7355168033387,3.700612357866395,1526.499428699129,39.81290389228985,76.1038106315515,450.0,24.591157696250377,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,Diesel,Wärtsilä
2024-10-20,ENG_020,86.6756318539072,7.581734422347375,2120.114477392721,3.1962174488060433,1423.7021170351813,65.4050903413181,81.62822516560516,450.0,23.48163906370707,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,MAN B&W
2024-10-27,ENG_020,80.95057640399767,6.959078372274307,5295.404772719887,3.386715816622552,1235.9013113189937,51.16315157023624,86.49405141339231,450.0,98.01379312370085,100.0,Normal,Mechanical Wear,2-stroke Low-Speed,Diesel,Rolls-Royce
2024-11-03,ENG_020,82.44427959859077,7.565336155245296,5239.722423339954,4.0695772315402845,1567.4964149452799,32.29287644904275,84.02857738541977,450.0,165.48163763534697,100.0,Normal,Oil Leakage,2-stroke Low-Speed,HFO,MAN B&W
2024-11-10,ENG_020,86.80024680053695,8.0,1000.0,3.5913059405505288,1447.3384386244168,72.66980468912246,85.22885401003198,450.0,16.170097983937904,100.0,Normal,Overheating,4-stroke Medium-Speed,HFO,Mitsubishi
2024-11-17,ENG_020,97.2494341070443,8.0,3564.5233417067034,4.462029874195707,1468.5950343110585,72.77491129709175,97.15188357986835,450.0,48.00287999905125,100.0,Normal,Overheating,2-stroke Medium-Speed,HFO,Caterpillar
2024-11-24,ENG_020,98.28527819255585,8.0,8377.1386595804,3.429284237152667,1257.9678113171685,72.23470550276042,92.92608093004553,450.0,146.0691315783651,100.0,Critical,Overheating,4-stroke High-Speed,Diesel,Yanmar
2024-12-01,ENG_020,75.90325046011544,7.33929941162637,1000.0,3.294305573881508,1818.280073552561,34.32777268289236,79.37521615384168,450.0,12.141698058879806,100.0,Critical,No Failure,4-stroke Medium-Speed,HFO,Yanmar
2024-12-08,ENG_020,83.19456552229352,7.814095315171584,5751.70869655716,3.5228813799679757,1675.3428372772232,47.07436065085929,77.34573434766237,450.0,147.14880118964783,100.0,Critical,Overheating,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-12-15,ENG_020,93.81291871734781,8.0,6256.897127527597,4.476134272587798,1692.8311768343958,79.0993793684525,95.3430020622806,450.0,88.0800452069582,100.0,Normal,No Failure,4-stroke High-Speed,Diesel,MAN B&W
2024-12-22,ENG_020,94.31614037592817,8.0,4388.764432134844,3.718826766617013,1438.9110595116636,66.32074857859942,88.80087391168327,450.0,68.58881801963955,100.0,Requires Maintenance,Overheating,4-stroke Medium-Speed,Diesel,Caterpillar
2023-01-01,ENG_021,84.53573046010946,6.237316675539044,2456.2903270433967,3.3970042603167365,1154.163422099316,21.63004527353359,83.29370617475168,450.0,52.026334811044585,100.0,Critical,Mechanical Wear,2-stroke Medium-Speed,Diesel,MAN B&W
2023-01-08,ENG_021,68.74622067834598,6.542813444855095,2762.187160619397,3.7065055696104077,1890.5834764979022,23.912275475629524,72.47428729515865,448.6917648422956,49.91568256547744,100.0,Critical,Overheating,2-stroke Medium-Speed,HFO,Wärtsilä
2023-01-15,ENG_021,82.75986119498857,7.13755234342773,2802.329247688931,3.705910420467717,1487.7804983988265,47.835882608739965,77.85800492006327,450.0,51.374833851512435,100.0,Normal,Mechanical Wear,4-stroke High-Speed,HFO,Wärtsilä
2023-01-22,ENG_021,91.03588022770634,8.0,9882.790547693716,4.302887571697203,1350.2400407959892,74.55321235169362,90.58975352705042,450.0,148.64691760131288,100.0,Normal,Mechanical Wear,2-stroke Low-Speed,HFO,Caterpillar
2023-01-29,ENG_021,78.69328308871611,7.749801044256846,5685.103173321588,4.046356618516052,1583.3603148966229,52.32210787716285,80.57659511589767,450.0,121.59759866936398,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,Diesel,Caterpillar
2023-02-05,ENG_021,82.53507504809691,8.0,5755.950205807136,3.5225286244721907,1733.4241576006596,49.868750482057415,83.92758354913008,450.0,112.5134653156333,100.0,Normal,Mechanical Wear,4-stroke Medium-Speed,HFO,Rolls-Royce
2023-02-12,ENG_021,80.03737132097241,6.693654014337452,3813.3938856344002,3.4283079292879326,1495.3898887829068,26.328421997397836,80.2479293203075,450.0,134.18985702393613,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,HFO,MAN B&W
2023-02-19,ENG_021,86.42864737083951,7.2169394917552365,2498.386021548266,4.494957525637764,1755.7150335878748,59.40680628345764,87.91593790785411,450.0,43.19526338469636,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,HFO,MAN B&W
2023-02-26,ENG_021,83.074751047767,8.0,8410.559316218074,4.147430426962202,1716.5999877033737,69.32618963601354,81.24227918095413,450.0,103.83119242973495,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,HFO,MAN B&W
2023-03-05,ENG_021,97.21797362518569,6.676868337530978,2601.8230812370452,3.1182600965369356,1284.7237625195883,42.825200450453735,100.0,450.0,77.29112814493575,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,HFO,Mitsubishi
2023-03-12,ENG_021,91.29190264267679,8.0,8951.467855790546,3.4168764292762117,1365.2419788681048,66.53671105551965,86.46004908400128,450.0,131.4501947136325,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,Diesel,Yanmar
2023-03-19,ENG_021,93.919050420748,8.0,2382.2391867586575,4.39148330123833,1691.5074326559534,77.8685992340487,97.40526265373431,450.0,51.955026559511964,100.0,Critical,Mechanical Wear,4-stroke High-Speed,HFO,Mitsubishi
2023-03-26,ENG_021,74.17816444896317,6.66207737018819,4099.334220045679,3.5117298142483886,957.4774872379124,32.22598754766135,74.74664805931373,450.0,108.05400763414248,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,Yanmar
2023-04-02,ENG_021,86.72346417136173,7.435925378270299,8031.006508937153,3.4726425368591465,1470.1088613670022,51.39977787168448,88.57479186545477,450.0,148.21168518530865,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,MAN B&W
2023-04-09,ENG_021,80.34741432531489,6.895998770771717,1000.0,3.703488708380582,1213.8337596750657,37.22827748507453,82.73105237806611,450.0,67.56128000074803,100.0,Normal,Overheating,4-stroke Medium-Speed,HFO,Caterpillar
2023-04-16,ENG_021,80.82876247903208,8.0,1243.9842583432046,4.357874912292726,1404.6892397132951,67.57126514203037,82.49564828942181,450.0,11.192510677733523,111.14434412093058,Normal,Mechanical Wear,4-stroke Medium-Speed,Diesel,Yanmar
2023-04-23,ENG_021,81.04540338578876,7.412730271785019,5006.175225248163,4.204031662523954,1440.235982194159,54.65560195286945,78.61233810411184,450.0,86.69653815342119,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,HFO,Wärtsilä
2023-04-30,ENG_021,91.39711360427519,7.294391702266228,3452.373188795139,4.276208423786168,1428.3511244184983,58.074945053018226,90.53830453580885,450.0,58.12337795158036,100.0,Requires Maintenance,Oil Leakage,2-stroke Low-Speed,Diesel,Yanmar
2023-05-07,ENG_021,100.0825431230883,7.368672957570005,7010.451156825831,4.040169003077117,1389.5477495774783,67.87484957695364,95.7277741219118,450.0,112.93386393192539,100.0,Normal,Overheating,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-05-14,ENG_021,84.96329553313942,7.821502483856808,6229.348499173753,3.524569972895625,1280.5712700742372,43.75822835974729,84.06780835510514,450.0,159.77353135776582,100.0,Normal,Overheating,2-stroke Medium-Speed,Diesel,Yanmar
2023-05-21,ENG_021,97.98703762279362,8.0,4294.510146223868,4.107501143586044,1958.3822533637372,74.90540410442259,98.95459460721895,450.0,81.58219742347029,100.0,Normal,Overheating,2-stroke Medium-Speed,HFO,Wärtsilä
2023-05-28,ENG_021,84.81574306751448,7.780342107410507,6125.011275640954,3.9513474541799662,1873.49240083227,51.9817320347684,86.63712789358459,450.0,78.31995866612968,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,Wärtsilä
2023-06-04,ENG_021,78.41045600763324,7.106463912482518,2589.7619576317534,3.16575932033852,1267.5868359487433,29.47728937012088,79.58475904261603,450.0,109.97024643216533,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,HFO,MAN B&W
2023-06-11,ENG_021,93.98107926513578,7.459963349660199,1793.1626248808448,3.917961528675929,1816.4233502607135,61.75394709012815,88.71581004084537,450.0,17.38758060371937,103.12893241152078,Critical,Oil Leakage,2-stroke Low-Speed,HFO,MAN B&W
2023-06-18,ENG_021,98.59259075378591,7.511968613387253,2156.2284392672627,4.268546185704947,1420.1069019054294,67.59568102629527,96.90606895652373,450.0,42.58903973940246,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Yanmar
2023-06-25,ENG_021,88.20719365454359,7.142400989462125,3041.762931280996,3.170254451042439,1525.837494666342,39.0057006240516,86.220445186441,450.0,154.38852668406696,100.0,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,Diesel,Wärtsilä
2023-07-02,ENG_021,86.09741124905345,8.0,6007.132861752,3.495779240502135,1487.3452080206168,71.43075541992518,82.16690744932338,450.0,112.55035904511273,100.0,Normal,Overheating,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-07-09,ENG_021,91.97578413420756,7.852776359460923,1000.0,4.176870270059592,1368.0502717492068,74.36859528594599,89.46798393089628,450.0,2.2585993892139307,442.7522670800128,Critical,Overheating,2-stroke Medium-Speed,Diesel,Mitsubishi
2023-07-16,ENG_021,82.37190419518204,7.010473993203663,2598.520851671651,3.6094760493822577,1696.7704687212295,36.614269242668534,82.37574173629056,450.0,34.37707938991534,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2023-07-23,ENG_021,92.40499669133635,8.0,7144.260910382469,3.4750086293192988,1525.1773061153315,79.01128836291332,96.64636225367164,450.0,114.71666069285504,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,Diesel,Yanmar
2023-07-30,ENG_021,80.47209522195563,6.018590554277484,2907.975781872132,3.4683715276051985,1404.6897153561517,28.442691682925506,77.61290223432864,450.0,128.41906603051245,100.0,Normal,Oil Leakage,4-stroke Medium-Speed,HFO,Yanmar
2023-08-06,ENG_021,83.73916608958956,6.439335151066264,3061.388708995928,3.3795139812173645,1239.0821112399055,32.1209401041494,80.35257278457246,450.0,141.09640820923903,100.0,Requires Maintenance,Overheating,2-stroke Medium-Speed,HFO,Rolls-Royce
2023-08-13,ENG_021,84.33009586606018,5.3319102322548435,1813.4613216395967,3.3418500592235034,1321.2809972561759,31.053490354281568,82.53167853512652,450.0,49.08570296818354,100.0,Critical,No Failure,4-stroke High-Speed,Diesel,Yanmar
2023-08-20,ENG_021,100.52116554124929,8.0,8998.055347821404,4.0279676223889584,1171.7239768795807,73.63938260047223,100.0,450.0,156.4128041746305,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,HFO,MAN B&W
2023-08-27,ENG_021,86.13006041822513,7.6107303722327835,5896.14275377322,3.4438392155990147,1502.4447096830338,59.25755313949771,89.80118408930076,450.0,92.89507812108592,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,Diesel,MAN B&W
2023-09-03,ENG_021,71.91771127380434,6.734864073134889,3528.689345560188,3.4254916351628024,1260.6668815431208,29.126256993336373,71.65818455073443,450.0,117.018555761166,100.0,Normal,Overheating,4-stroke High-Speed,HFO,MAN B&W
2023-09-10,ENG_021,85.71699450070255,7.241855186849604,3651.089563027546,3.6243462513854237,1446.8878974962918,46.41940510210094,81.37935826284652,450.0,100.25212894702453,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,Yanmar
2023-09-17,ENG_021,96.49441960718045,8.0,2289.1654143556752,3.967536568776429,1774.0203707220742,56.917881504188124,92.79517112234029,450.0,20.62032918533624,111.01497913930358,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,Diesel,Rolls-Royce
2023-09-24,ENG_021,75.11747423003861,5.0,3745.0212686954264,3.100352560844772,1739.859914584317,25.007845099362996,75.68231839601845,450.0,161.8032627766598,100.0,Requires Maintenance,Overheating,4-stroke High-Speed,Diesel,Yanmar
2023-10-01,ENG_021,95.3177295166507,8.0,1726.1452033250587,3.819427465192139,1493.5446211794765,72.94498210444033,98.30349270067887,450.0,20.643097422217647,100.0,Normal,No Failure,4-stroke Medium-Speed,Diesel,MAN B&W
2023-10-08,ENG_021,93.94359260031085,8.0,1374.188864082301,3.929384405961774,1482.58305477137,68.21621212649211,99.3908183748347,450.0,42.82016867707885,100.0,Critical,No Failure,2-stroke Low-Speed,HFO,MAN B&W
2023-10-15,ENG_021,86.05093216110252,7.361188005443338,5930.655359570273,4.103459409977452,1875.9749098842017,50.31240641459829,82.50372965639431,450.0,136.68948387746067,100.0,Requires Maintenance,Oil Leakage,2-stroke Low-Speed,Diesel,Caterpillar
2023-10-22,ENG_021,93.44290267988363,8.0,7308.714697999814,4.636270532815123,1604.1512240717423,78.02759691555022,93.8622258237366,450.0,103.92428953218504,100.0,Requires Maintenance,No Failure,2-stroke Low-Speed,Diesel,MAN B&W
2023-10-29,ENG_021,78.90255159834483,6.350981483130687,6910.089252610667,3.9096604581991135,1434.4387080246954,45.06565875650598,75.81301648660923,450.0,140.80905978322798,100.0,Normal,Overheating,4-stroke Medium-Speed,Diesel,Yanmar
2023-11-05,ENG_021,82.30567538055408,8.0,5227.218326993984,4.0362109398998784,1214.7963765759096,79.04661914218987,79.6097953538002,450.0,86.64367964683954,100.0,Normal,Overheating,2-stroke Medium-Speed,Diesel,Wärtsilä
2023-11-12,ENG_021,82.46330644514514,7.6841903875183615,5821.992295135656,4.271581758782764,1578.7746436329487,60.07519992821762,79.51337124832061,450.0,63.33486354159466,100.0,Requires Maintenance,Mechanical Wear,2-stroke Low-Speed,Diesel,Mitsubishi
2023-11-19,ENG_021,85.47256217301245,7.535915277570488,8252.78428198895,3.822588407247681,1665.8647545165725,58.08027639523649,84.46977867868884,450.0,154.87004392402787,100.0,Normal,Overheating,4-stroke Medium-Speed,HFO,Caterpillar
2023-11-26,ENG_021,84.47430155243767,6.993388209351081,1000.0,3.952586233816563,1373.6696950972712,29.9572937177471,81.82746429452025,450.0,6.090389342485535,164.1931153767408,Requires Maintenance,Overheating,4-stroke High-Speed,Diesel,Caterpillar
2023-12-03,ENG_021,91.3590593377267,8.0,8044.762847033394,4.344058767515224,1558.2405510276064,72.91566549827864,98.79559750852711,450.0,143.8298770193117,100.0,Normal,No Failure,4-stroke Medium-Speed,HFO,Rolls-Royce
2023-12-10,ENG_021,81.09968578798032,7.799818911805486,3337.1301767224077,3.536373146068127,1427.2853410169942,45.649381275236905,79.72065843812331,450.0,38.777387911547315,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,Diesel,Wärtsilä
2023-12-17,ENG_021,74.46527409431748,7.5060211798715715,5134.991849111809,4.106123356269575,1463.1935201601996,29.734004346948762,77.42860842689596,450.0,142.58770306266658,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Yanmar
2023-12-24,ENG_021,79.51096450211107,6.671224364148944,1000.0,3.342862900701226,1002.4355884875338,20.75645119854554,77.53238147820667,450.0,23.38503105403678,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2023-12-31,ENG_021,92.86738813764391,7.281548759048999,4828.579154114,4.421565962629938,1455.6437192567728,53.585341018302955,99.56710972724859,450.0,97.4767859000108,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-01-07,ENG_021,90.81037180754547,7.653017930435855,5499.702877680331,3.9543313797994033,1693.8738604816108,51.64397732736058,91.82756675180195,450.0,149.2021303939273,100.0,Critical,Mechanical Wear,2-stroke Medium-Speed,Diesel,Mitsubishi
2024-01-14,ENG_021,91.9791137014372,7.977961912865009,5841.25811121785,3.6498929600116488,1373.7194888866884,63.16121734214951,94.48990889002127,450.0,79.55466067901361,100.0,Requires Maintenance,Mechanical Wear,4-stroke High-Speed,Diesel,Rolls-Royce
2024-01-21,ENG_021,84.64658122240573,8.0,6878.636847736498,3.759146475626191,1510.5052736430632,73.41548318106813,82.87334869358791,450.0,125.42320119897,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,Diesel,Yanmar
2024-01-28,ENG_021,75.67094730935568,6.790654731278444,4022.9575777796035,3.3153258436967437,1348.8098586616159,24.76439507858177,78.60026912466282,450.0,135.18483179973381,100.0,Requires Maintenance,Overheating,4-stroke High-Speed,HFO,Yanmar
2024-02-04,ENG_021,98.90345797057489,8.0,8176.1617797997205,3.7535535792245946,1572.0883352585545,63.88978942042174,99.90812504802865,450.0,123.7310270644189,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,HFO,MAN B&W
2024-02-11,ENG_021,84.98316745333261,7.001190731169248,4433.883388365025,3.92221141379254,1456.6953604927653,31.244716645854933,83.84623481570699,450.0,155.4553957949325,100.0,Critical,Oil Leakage,2-stroke Low-Speed,Diesel,MAN B&W
2024-02-18,ENG_021,83.75967086565532,7.95843192631494,5760.9464678631275,3.8622898044610223,1312.1516918635987,71.49062318942984,80.51999655636644,450.0,75.06815072734801,100.0,Critical,Oil Leakage,4-stroke High-Speed,Diesel,MAN B&W
2024-02-25,ENG_021,90.46519063351346,8.0,3956.4819795879253,3.5904864533147833,1766.5102935330256,69.14381083169937,89.75256010060474,450.0,29.085073779746168,136.03135441736723,Critical,Overheating,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-03-03,ENG_021,87.54977975304499,7.153420018655091,1104.9871149779897,3.9312707491060546,1685.786402706443,52.44762529913266,86.58034931717758,450.0,8.032258702016604,137.56866604664617,Critical,Overheating,2-stroke Low-Speed,HFO,Caterpillar
2024-03-10,ENG_021,84.97357806008851,7.28643229555623,2398.7560598749124,3.8533089157142553,1379.018647214365,62.61456791739869,87.58066288984779,450.0,41.405258099100855,100.0,Critical,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2024-03-17,ENG_021,70.11228193026322,7.335318458316162,1181.0561509970016,3.547806612501323,1599.5576618835555,38.861006791024906,70.0,449.7102391236132,24.057180651880675,100.0,Normal,No Failure,4-stroke High-Speed,HFO,Yanmar
2024-03-24,ENG_021,84.97514240587282,7.86779924439222,3376.7034063326237,3.8667195462370083,1607.4824005640762,48.27007393596888,79.21051129601936,450.0,93.73538856099272,100.0,Critical,Mechanical Wear,2-stroke Low-Speed,Diesel,Yanmar
2024-03-31,ENG_021,86.8506728706863,8.0,1456.9378850287894,3.9939794321887314,1628.4602470022353,69.2982138626283,88.78921301619584,450.0,31.07081665157098,100.0,Critical,No Failure,4-stroke Medium-Speed,HFO,Wärtsilä
2024-04-07,ENG_021,80.34756485369442,7.286312071236391,1191.2521204513466,3.7462631389173904,1161.1488208009844,47.55591183039283,84.22706459950929,450.0,6.540862824614358,182.12461450322215,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,HFO,Caterpillar
2024-04-14,ENG_021,80.66696697620415,6.44021546855312,1000.0,3.9378332949034935,1701.3213082065256,41.46789591952651,75.66876452111883,450.0,6.046291249936201,165.39064339822397,Critical,Mechanical Wear,4-stroke High-Speed,Diesel,Rolls-Royce
2024-04-21,ENG_021,84.22744447723134,6.901963906392276,6376.906171018953,3.799028428977328,1386.0602074148537,49.65274683501799,89.64163631741951,450.0,139.70367572529676,100.0,Normal,Oil Leakage,4-stroke High-Speed,HFO,Rolls-Royce
2024-04-28,ENG_021,90.86307257339149,8.0,4550.176524108705,3.521509986987185,1428.4344133117465,69.6949551462331,95.05302798285155,450.0,99.36358848242817,100.0,Requires Maintenance,Oil Leakage,4-stroke Medium-Speed,HFO,MAN B&W
2024-05-05,ENG_021,77.6137953580657,6.888787496250156,2337.861181811124,4.550618022091237,2027.57635045204,40.11248284225236,75.72115336266678,450.0,60.158330718087534,100.0,Normal,Mechanical Wear,4-stroke Medium-Speed,Diesel,MAN B&W
2024-05-12,ENG_021,78.026661028273,7.05937414620969,5186.807222959198,3.117648582953854,1560.3746761442023,30.425695588144627,74.67518220782006,450.0,150.23031118036147,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,Diesel,Yanmar
2024-05-19,ENG_021,80.02913551394028,8.0,1000.0,3.7999634116092236,1422.735504910565,62.72084121984685,83.18806788471592,450.0,11.793030716495885,100.0,Critical,Mechanical Wear,4-stroke Medium-Speed,HFO,Rolls-Royce
2024-05-26,ENG_021,92.42280315558587,7.653650838317808,9681.251912811682,3.396727484944617,1058.9411254488189,69.55869276248491,88.31385561697167,450.0,164.69410821827475,100.0,Requires Maintenance,No Failure,4-stroke High-Speed,HFO,Rolls-Royce
2024-06-02,ENG_021,63.53009754671781,5.955295767212126,1000.0,3.768260349006793,1777.952826789271,26.038248711412,70.0,450.0,103.53702076274945,100.0,Critical,Overheating,4-stroke High-Speed,HFO,Yanmar
2024-06-09,ENG_021,78.87028362743891,6.359541828481915,1000.0,3.5009252180148995,1230.9580658382795,34.39244676535668,74.92489440292005,450.0,30.821994666766543,100.0,Requires Maintenance,Overheating,2-stroke Low-Speed,HFO,MAN B&W
2024-06-16,ENG_021,83.15142658408266,5.160124405032359,3910.4391176985514,3.3842094781205834,1299.3122193000993,28.518319385659634,83.16915001252538,450.0,114.08360862813072,100.0,Requires Maintenance,Oil Leakage,2-stroke Low-Speed,HFO,Wärtsilä
2024-06-23,ENG_021,76.96624197210487,7.3268847082214545,4384.579322819676,4.080961452221871,1433.7295401824301,40.87648469493,81.36179740222126,450.0,128.24805164363852,100.0,Requires Maintenance,Mechanical Wear,2-stroke Low-Speed,Diesel,MAN B&W
2024-06-30,ENG_021,87.68846863858444,7.227973024556977,5035.360525792935,4.194400541666412,1783.2823583400586,47.021058734324754,88.81321914163843,450.0,72.12958760629012,100.0,Normal,Overheating,4-stroke High-Speed,Diesel,Rolls-Royce
2024-07-07,ENG_021,95.25753762594397,8.0,8451.510706810299,3.878485197917101,1654.6479973331518,64.92958021779839,98.31176112211244,450.0,144.75427784925196,100.0,Critical,Overheating,4-stroke High-Speed,Diesel,MAN B&W
2024-07-14,ENG_021,71.1811567653832,8.0,2227.2382582485843,4.066145192519855,1468.432498031948,59.06885509290045,70.12574933877914,450.0,25.323044425807012,100.0,Requires Maintenance,Oil Leakage,2-stroke Medium-Speed,Diesel,Rolls-Royce
2024-07-21,ENG_021,86.41989969673305,7.906940209077472,1569.2199915667647,4.322790424202477,1561.6584127277642,57.25571404870587,86.7118081848186,450.0,46.8447140410382,100.0,Requires Maintenance,No Failure,2-stroke Medium-Speed,HFO,Wärtsilä
2024-07-28,ENG_021,67.9638819008324,6.841759607345955,1000.0,3.9317899105415712,1379.9228614257788,41.142496796579266,70.0,426.82943641337556,15.706716746110281,100.0,Normal,Overheating,4-stroke Medium-Speed,HFO,Wärtsilä
2024-08-04,ENG_021,90.55501372767095,8.0,1765.1009264864329,3.92796832516714,1527.93073791307,70.4868531850856,90.26435594205601,450.0,35.427477222035165,100.0,Critical,Mechanical Wear,2-stroke Medium-Speed,HFO,Yanmar
2024-08-11,ENG_021,84.44731295826033,7.943297425482275,1000.0,3.2630157044878576,1514.6673489556274,48.27723004388987,82.2094026292907,450.0,40.10644040107236,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-08-18,ENG_021,81.21116895471857,8.0,10875.666039503245,4.231734323853186,1693.7539791362706,78.74629628090926,80.73035805958976,450.0,154.16237607484732,100.0,Requires Maintenance,No Failure,2-stroke Low-Speed,HFO,MAN B&W
2024-08-25,ENG_021,97.0387502997226,8.0,1973.90595878493,4.127786195839534,1693.43562448779,58.04852829774421,96.35171408186868,450.0,13.122427710194241,150.42231531986178,Normal,Overheating,4-stroke High-Speed,Diesel,Yanmar
2024-09-01,ENG_021,79.70284438633416,6.306010399822066,2483.0226321823484,3.3442715130742102,1598.795476441129,27.575884493870163,78.75952475229212,450.0,71.8057401915352,100.0,Normal,Mechanical Wear,2-stroke Low-Speed,HFO,Rolls-Royce
2024-09-08,ENG_021,83.92607895694763,7.987603813046471,4006.0285960584,3.8262353616080627,1427.5304884907796,60.57065372452604,90.24874995673815,450.0,89.44297945412139,100.0,Critical,Oil Leakage,4-stroke Medium-Speed,Diesel,Wärtsilä
2024-09-15,ENG_021,89.17876941526318,7.0318224014445105,5602.465525278563,3.6943782960682245,1648.3644588780253,39.506240925901935,94.48140337339895,450.0,150.980433038763,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,Diesel,Caterpillar
2024-09-22,ENG_021,79.37582343713817,7.682421114841962,6790.9211726097255,4.2689126621329265,1481.6063067593907,61.17963180116585,83.62425058176339,450.0,167.61296473508386,100.0,Normal,Overheating,2-stroke Medium-Speed,Diesel,Wärtsilä
2024-09-29,ENG_021,71.10768549933171,5.924892637302417,4271.208904345417,3.9397381047031574,1283.6171262573735,24.178468889744344,76.49286240182349,448.18594946183146,126.56920330653242,100.0,Requires Maintenance,Mechanical Wear,4-stroke Medium-Speed,Diesel,Rolls-Royce
2024-10-06,ENG_021,67.65058825081778,7.2135841324371155,3180.388088749799,3.867164424204692,1419.3424416178123,30.492886230557563,71.90849619865138,450.0,163.09288641559695,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,HFO,MAN B&W
2024-10-13,ENG_021,100.40849664300082,8.0,6926.7902999219,3.946228348769071,1516.905396756865,71.34423553434718,100.0,450.0,132.2329902660268,100.0,Requires Maintenance,Mechanical Wear,2-stroke Medium-Speed,HFO,Yanmar
2024-10-20,ENG_021,81.7509638837833,7.477637628089635,4968.9450396546745,4.021644186664928,1682.043156732949,33.63077342141089,81.37623506866574,450.0,161.818043683198,100.0,Requires Maintenance,Oil Leakage,4-stroke High-Speed,HFO,Rolls-Royce
2024-10-27,ENG_021,94.36374920361538,7.8494946973445465,7379.309685743185,4.1285083196791295,1463.2943655685694,70.22246751457641,95.06994995517712,450.0,118.82148195866847,100.0,Critical,No Failure,2-stroke Low-Speed,Diesel,Wärtsilä
2024-11-03,ENG_021,82.53197576177176,6.127899498070745,1000.0,3.4741759090341637,1258.160257752079,36.75656530726462,81.89992100562552,450.0,13.40025547577994,100.0,Normal,Mechanical Wear,2-stroke Medium-Speed,Diesel,Rolls-Royce
